LOC_SYSTEM_OPTION_MENU_START,======옵션======
LOC_SYSTEM_SKL_DESCRIBE_PHILOSOPHERS_5,원하는 위치의 대지에 마법을 걸어 빠른 속도로 융기시키는 마법.\n뾰족한 바위가 올라오면서 작은 범위에 큰 데미지를 준다.\n파워가 낮으면 범위안에서도 폭발이 안일어날 수 있다.\n
LOC_SYSTEM_SKL_DESCRIBE_UKNOWN,모르는 능력.\n
LOC_SYSTEM_ITEM_CATEGORY_WEAPON,무기
LOC_SYSTEM_ITEM_CATEGORY_TANMAC,탄막
LOC_SYSTEM_ITEM_CATEGORY_ARMOUR,방어구
LOC_SYSTEM_ITEM_CATEGORY_POTION,물약
LOC_SYSTEM_ITEM_CATEGORY_FOOD,음식
LOC_SYSTEM_ITEM_CATEGORY_SCROLL,두루마리
LOC_SYSTEM_ITEM_CATEGORY_SPELLCARD,스펠카드
LOC_SYSTEM_ITEM_CATEGORY_JEWELRY,장신구
LOC_SYSTEM_ITEM_CATEGORY_BOOK,책
LOC_SYSTEM_ITEM_CATEGORY_EVOCABLE,발동
LOC_SYSTEM_ITEM_CATEGORY_GOAL,중요
LOC_SYSTEM_ITEM_CATEGORY_OTHER,기타
LOC_SYSTEM_SPELLCARD,스펠카드
LOC_SYSTEM_SPELLCARD_IDENTIFY,{0}의 스펠카드
LOC_SYSTEM_SPELLCARD_INVISIBLE,투명
LOC_SYSTEM_SPELLCARD_FIRE,화염
LOC_SYSTEM_SPELLCARD_ICE,냉기
LOC_SYSTEM_SPELLCARD_AIR,대기
LOC_SYSTEM_SPELLCARD_METAL,금속
LOC_SYSTEM_SPELLCARD_EARTH,대지
LOC_SYSTEM_SPELLCARD_SUN,태양
LOC_SYSTEM_SPELLCARD_AIR_EFFECT,{0:은|는} 바람에 밀려나갔다.
LOC_SYSTEM_SPELLCARD_EARTH_CANT_BREAK,암석탄이 {0}에 부딪혔지만 미동도 하지 않았다.
LOC_SYSTEM_ITEM_WEAPON_SHORTBLADE_DAGGER,대거
LOC_SYSTEM_ITEM_WEAPON_SHORTBLADE_THROWING_KNIFE,투척용 나이프
LOC_SYSTEM_ITEM_WEAPON_SHORTBLADE_SHORTSWORD,숏소드
LOC_SYSTEM_ITEM_WEAPON_LONGBLADE_KATANA,도검
LOC_SYSTEM_ITEM_WEAPON_LONGBLADE_SCIMITAR,언월도
LOC_SYSTEM_ITEM_WEAPON_LONGBLADE_GREATSWORD,대검
LOC_SYSTEM_ITEM_WEAPON_LONGBLADE_CHAKRAM,철륜
LOC_SYSTEM_ITEM_WEAPON_AXE_HANDAXE,손도끼
LOC_SYSTEM_ITEM_WEAPON_AXE_BATTLEAXE,전투도끼
LOC_SYSTEM_ITEM_WEAPON_AXE_ANCHOR,닻
LOC_SYSTEM_ITEM_WEAPON_MACE_GOHEI,고헤이
LOC_SYSTEM_ITEM_WEAPON_MACE_BROOMSTICK,빗자루
LOC_SYSTEM_ITEM_WEAPON_MACE_UMBRELLA,양산
LOC_SYSTEM_ITEM_WEAPON_MACE_DAUZING_ROD,다우징 로드
LOC_SYSTEM_ITEM_WEAPON_MACE_ONBASIRA,온바시라
LOC_SYSTEM_ITEM_WEAPON_SPEAR_SPEAR,창
LOC_SYSTEM_ITEM_WEAPON_SPEAR_JAVELIN,투척용 창
LOC_SYSTEM_ITEM_WEAPON_SPEAR_SCYTHE,낫
LOC_SYSTEM_ITEM_WEAPON_SPEAR_TRIDENT,삼지창
LOC_SYSTEM_ITEM_WEAPON_SPEAR_BAMBOO_SPEAR,죽창
LOC_SYSTEM_ITEM_WEAPON_BRAND_OF_FIRE,화염의 {0}
LOC_SYSTEM_ITEM_WEAPON_BRAND_OF_COLD,냉기의 {0}
LOC_SYSTEM_ITEM_WEAPON_BRAND_OF_POISON,맹독의 {0}
LOC_SYSTEM_ITEM_WEAPON_BRAND_OF_CURSE,저주의 {0}
LOC_SYSTEM_ITEM_WEAPON_BRAND_OF_WEATHER,비상의 {0}
LOC_SYSTEM_ITEM_WEAPON_BRAND_OF_AUTUMN,단풍의 {0}
LOC_SYSTEM_ITEM_WEAPON_BRAND_OF_MANA_REGEN,영력회복의 {0}
LOC_SYSTEM_ITEM_WEAPON_BRAND_OF_FASTCAST,고속영창의 {0}
LOC_SYSTEM_ITEM_WEAPON_BRAND_OF_PROTECT,보호의 {0}
LOC_SYSTEM_ITEM_WEAPON_BRAND_OF_BUG,알수없는 {0}
LOC_SYSTEM_ITEM_WEAPON_BRAND_FIRE,화염
LOC_SYSTEM_ITEM_WEAPON_BRAND_COLD,냉기
LOC_SYSTEM_ITEM_WEAPON_BRAND_POISON,맹독
LOC_SYSTEM_ITEM_WEAPON_BRAND_CURSE,저주
LOC_SYSTEM_ITEM_WEAPON_BRAND_WEATHER,비상
LOC_SYSTEM_ITEM_WEAPON_BRAND_AUTUMN,단풍
LOC_SYSTEM_ITEM_WEAPON_BRAND_MANA_REGEN,영력회복
LOC_SYSTEM_ITEM_WEAPON_BRAND_FASTCAST,고속영창
LOC_SYSTEM_ITEM_WEAPON_BRAND_PROTECT,보호
LOC_SYSTEM_ITEM_WEAPON_BRAND_BUG,버그
LOC_SYSTEM_ITEM_WEAPON_BRAND_DESCRIBE_FIRE,이 무기는 화염으로 덮여있다. 데미지에 1/3의 추가 화염 데미지를 더한다.
LOC_SYSTEM_ITEM_WEAPON_BRAND_DESCRIBE_COLD,이 무기는 냉기가 휘감겨있다. 데미지에 1/3의 추가 냉기 데미지를 더한다.
LOC_SYSTEM_ITEM_WEAPON_BRAND_DESCRIBE_POISON,이 무기는 맹독이 발라져있다. 공격한 적을 중독시킨다.
LOC_SYSTEM_ITEM_WEAPON_BRAND_DESCRIBE_CURSE,이 무기는 저주가 뿜어져나오고 있다. 공격한 적에 저항할 수 없는 독과 일정확률로 감속을 건다.
LOC_SYSTEM_ITEM_WEAPON_BRAND_DESCRIBE_WEATHER,이 무기는 다양한 속성의 공격이 무작위로 베어나온다. 날씨가 발현중이라면 50%의 추가 데미지를 준다.
LOC_SYSTEM_ITEM_WEAPON_BRAND_DESCRIBE_AUTUMN,이 무기는 단검 수준의 암습이 가능하게 되고 이미 단검인 경우엔 깨어난 적도 암습할 수 있다.
LOC_SYSTEM_ITEM_WEAPON_BRAND_DESCRIBE_MANA_REGEN,들고있는것만으로 영력의 회복속도를 늘려준다.
LOC_SYSTEM_ITEM_WEAPON_BRAND_DESCRIBE_FASTCAST,이 무기는 들고있는것만으로도 당신의 모든 마법 영창시간을 80%로 줄여준다.
LOC_SYSTEM_ITEM_WEAPON_BRAND_DESCRIBE_PROTECT,이 무기는 들고있는것만으로도 당신의 AC를 5 증가시켜준다.
LOC_SYSTEM_ITEM_WEAPON_BRAND_DESCRIBE_BUG,이 무기는 버그의 브랜드를 두르고 있다. 신고하세요!
LOC_SYSTEM_ITEM_ARMOUR_M_ROBE,천
LOC_SYSTEM_ITEM_ARMOUR_M_LEATHER,가죽
LOC_SYSTEM_ITEM_ARMOUR_M_CHAIN,사슬
LOC_SYSTEM_ITEM_ARMOUR_M_PLATE,판금
LOC_SYSTEM_ITEM_ARMOUR_T_NORMAL,{0} 일반옷
LOC_SYSTEM_ITEM_ARMOUR_T_MIKO,{0} 무녀옷
LOC_SYSTEM_ITEM_ARMOUR_T_WING,{0} 날개옷
LOC_SYSTEM_ITEM_ARMOUR_T_KAPPA,{0} 캇파옷
LOC_SYSTEM_ITEM_ARMOUR_T_FIRE,{0} 불쥐옷
LOC_SYSTEM_ITEM_ARMOUR_T_MAID,{0} 메이드옷
LOC_SYSTEM_ITEM_ARMOUR_T_POISON,{0} 인형옷
LOC_SYSTEM_ITEM_ARMOUR_T_AUTUMN,{0} 단풍옷
LOC_SYSTEM_ITEM_ARMOUR_SHIELD_ROUNDSHIELD,나무방패
LOC_SYSTEM_ITEM_ARMOUR_SHIELD_IRONSHIELD,철방패
LOC_SYSTEM_ITEM_ARMOUR_SHIELD_KITESHIELD,철방패
LOC_SYSTEM_ITEM_ARMOUR_SHIELD_BUGSHIELD,버그방패
LOC_SYSTEM_ITEM_ARMOUR_HEAD_RIBBON,리본
LOC_SYSTEM_ITEM_ARMOUR_HEAD_HEADBAND,머리띠
LOC_SYSTEM_ITEM_ARMOUR_HEAD_HAT,모자
LOC_SYSTEM_ITEM_ARMOUR_CLOAK,망토
LOC_SYSTEM_ITEM_ARMOUR_GLOVE,장갑
LOC_SYSTEM_ITEM_ARMOUR_SHOES,신발
LOC_SYSTEM_ITEM_ARMOUR_RUNED,룬이 새겨진
LOC_SYSTEM_ITEM_ARTIFACT,아티팩트
LOC_SYSTEM_ITEM_ARTIFACT_STR,힘{0}
LOC_SYSTEM_ITEM_ARTIFACT_DEX,민첩{0}
LOC_SYSTEM_ITEM_ARTIFACT_INT,지능{0}
LOC_SYSTEM_ITEM_ARTIFACT_HUNGRY,허기
LOC_SYSTEM_ITEM_ARTIFACT_FULL,포만감
LOC_SYSTEM_ITEM_ARTIFACT_TELEPORT,*전이
LOC_SYSTEM_ITEM_ARTIFACT_POISON_RESIST,독저항{0}
LOC_SYSTEM_ITEM_ARTIFACT_FIRE_RESIST,화염저항{0}
LOC_SYSTEM_ITEM_ARTIFACT_COLD_RESIST,냉기저항{0}
LOC_SYSTEM_ITEM_ARTIFACT_SEE_INVISIBLE,투명감지
LOC_SYSTEM_ITEM_ARTIFACT_FLIGHT,+비행
LOC_SYSTEM_ITEM_ARTIFACT_INVISIBLE,+투명
LOC_SYSTEM_ITEM_ARTIFACT_MANA,영력
LOC_SYSTEM_ITEM_ARTIFACT_MAGICIAN,마법사
LOC_SYSTEM_ITEM_ARTIFACT_AC,AC{0}
LOC_SYSTEM_ITEM_ARTIFACT_EV,EV{0}
LOC_SYSTEM_ITEM_ARTIFACT_CONFUSE_RESIST,혼란저항
LOC_SYSTEM_ITEM_ARTIFACT_ELEC_RESIST,전기저항
LOC_SYSTEM_ITEM_ARTIFACT_MAGIC_RESIST,마법저항
LOC_SYSTEM_ITEM_ARTIFACT_INFO_STR,힘이 수치만큼 증감한다.({0})
LOC_SYSTEM_ITEM_ARTIFACT_INFO_DEX,민첩이 수치만큼 증감한다.({0})
LOC_SYSTEM_ITEM_ARTIFACT_INFO_INT,지능이 수치만큼 증감한다.({0})
LOC_SYSTEM_ITEM_ARTIFACT_INFO_HUNGRY,파워가 빠른 속도로 소모된다.
LOC_SYSTEM_ITEM_ARTIFACT_INFO_FULL,파워가 천천히 소모된다.
LOC_SYSTEM_ITEM_ARTIFACT_INFO_TELEPORT,무작위로 공간이동을 한다.
LOC_SYSTEM_ITEM_ARTIFACT_INFO_POISON_RESIST_GOOD,독에 면역이 생긴다.
LOC_SYSTEM_ITEM_ARTIFACT_INFO_POISON_RESIST_BAD,독에 취약해진다.
LOC_SYSTEM_ITEM_ARTIFACT_INFO_FIRE_RESIST,화염저항이 증감한다.({0})
LOC_SYSTEM_ITEM_ARTIFACT_INFO_COLD_RESIST,냉기저항이 증감한다.({0})
LOC_SYSTEM_ITEM_ARTIFACT_INFO_SEE_INVISIBLE,투명을 감지할 수 있다.
LOC_SYSTEM_ITEM_ARTIFACT_INFO_FLIGHT,비행을 발동할 수 있다.
LOC_SYSTEM_ITEM_ARTIFACT_INFO_INVISIBLE,투명을 발동할 수 있다.
LOC_SYSTEM_ITEM_ARTIFACT_INFO_MANA,영력의 최대치가 올라간다.
LOC_SYSTEM_ITEM_ARTIFACT_INFO_MAGICIAN,마법성공율이 올라간다.
LOC_SYSTEM_ITEM_ARTIFACT_INFO_AC,방어가 증감한다.({0})
LOC_SYSTEM_ITEM_ARTIFACT_INFO_EV,회피가 증감한다.({0})
LOC_SYSTEM_ITEM_ARTIFACT_INFO_CONFUSE_RESIST,혼란에 저항이 생긴다.
LOC_SYSTEM_ITEM_ARTIFACT_INFO_ELEC_RESIST,전기에 저항이 생긴다.
LOC_SYSTEM_ITEM_ARTIFACT_INFO_MAGIC_RESIST,마법 저항이 생긴다.({0})
LOC_SYSTEM_ITEM_ARTIFACT_INFO_SKILL_UP,지정된 스킬레벨이 올라간다.({0})
LOC_SYSTEM_ITEM_JEWELRY_RING,반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_STR,{0}힘의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_DEX,{0}민첩의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_INT,{0}지능의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_HUNGRY,허기의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_FULL,포만감의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_TELEPORT,공간이동의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_POISON_RESIST,독저항의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_FIRE_RESIST,화염저항의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_ICE_RESIST,냉기저항의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_SEE_INVISIBLE,투명감지의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_LEVITATION,비행 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_INVISIBLE,투명 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_MANA,영력 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_MAGACIAN,마법사의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_AC,{0}방어의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_EV,{0}회피의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_CONFUSE_RESIS,혼란저항의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_ELEC_RESIS,전기저항의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_IDEN_MAGIC_RESIS,마법저항의 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN1,나무 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN2,알루미늄 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN3,철 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN4,얼룩 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN5,빨간 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN6,파랑 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN7,초록 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN8,꽈배기 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN9,보석 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN10,갈색 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN11,돌 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN12,얇은 금속 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN13,구슬이 박힌 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN14,흰 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN15,검은 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN16,비취 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN17,금 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN18,은 반지
LOC_SYSTEM_ITEM_JEWELRY_RING_UNIDEN19,에메랄드 반지
LOC_SYSTEM_ITEM_JEWELRY_AMULET,부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_PERFECT,완전무결의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_BLOSSOM,삼라결계의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_TIMES,각부의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_FAITH,신앙의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_WAVE,전파의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_SPIRIT,신령의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_GRAZE,그레이즈의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_WEATHER,날씨의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_IDEN_OCCULT,오컬트의 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN1,쥐가 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN2,소가 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN3,호랑이가 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN4,돼지가 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN5,토끼가 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN6,뱀이 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN7,말이 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN8,양이 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_UNIDEN9,원숭이가 그려진 부적
LOC_SYSTEM_ITEM_JEWELRY_AMULET_WAVE_HEAL,당신은 영력을 회복했다.
LOC_SYSTEM_ITEM_JEWELRY_AMULET_WAVE_EQUIP,부적에 의해 영력 회복력이 올라갔다!
LOC_SYSTEM_ITEM_JEWELRY_AMULET_WAVE_UNEQUIP,더 이상 부적으로부터 영력 회복력을 받지 못한다.
LOC_SYSTEM_ITEM_JEWELRY_AMULET_FAITH_CHARGING,부적에 의해 신과 교감하였다!
LOC_SYSTEM_ITEM_JEWELRY_AMULET_FAITH_CHARGING_FAIL,당신은 신앙이 없기때문에 모은 신앙심이 하늘로 날라갔다.
LOC_SYSTEM_ITEM_JEWELRY_AMULET_GRAZE_SUPER,당신은 순간적으로 회피에 모든 신경을 쏟는다!
LOC_SYSTEM_ITEM_JEWELRY_AMULET_WEATHER_SMOKE,한치 앞이 안보이는 짙은 안개가 깔리기 시작했다.
LOC_SYSTEM_ITEM_JEWELRY_AMULET_WEATHER_RAIN,던전에 많은 비와 천둥번개가 휘몰아치기 시작한다.
LOC_SYSTEM_ITEM_JEWELRY_AMULET_WEATHER_SUNNY,던전에 강한 햇빛이 들기 시작했다.
LOC_SYSTEM_ITEM_JEWELRY_AMULET_OCCULT_SUMMON,오컬트의 힘으로 도시전설 {0:이|가} 출현했다!
LOC_SYSTEM_ITEM_JEWELRY_AMULET_OCCULT_SUMMON_MANY,오컬트의 힘으로 도시전설 {0}들이 출현했다!
LOC_SYSTEM_ITEM_OCCULT_NESI,네시
LOC_SYSTEM_ITEM_OCCULT_LONG,팔척귀신
LOC_SYSTEM_ITEM_OCCULT_SHORT,리틀그린맨
LOC_SYSTEM_ITEM_OCCULT_DISH,반쵸사라야시키
LOC_SYSTEM_ITEM_OCCULT_KUNEKUNE,쿠네쿠네
LOC_SYSTEM_ITEM_OCCULT_UNKNOWN,정체불명
LOC_SYSTEM_ITEM_FOOD_BREAD,빵
LOC_SYSTEM_ITEM_FOOD_SWEETPOTATO,고구마
LOC_SYSTEM_ITEM_FOOD_CHOCOLET,초콜렛
LOC_SYSTEM_ITEM_FOOD_CUCUMBER,오이
LOC_SYSTEM_ITEM_FOOD_P_ITEM,P템
LOC_SYSTEM_ITEM_POTION_POTION,물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_WATER,그냥 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_HEAL,치유 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_POISON,독 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_HEAL_WOUND,체력회복 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_MIGHT,힘 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_HASTE,가속 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_CONFUSE,혼란 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_SLOW,감속 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_PARALYSIS,마비 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_CLEVER,지능 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_AGILITY,민첩 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_MAGIC,영력 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_LEVETATION,비행 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_POWER,파워 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_DOWN_STAT,능력치감소 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_RECOVER_STAT,능력치회복 물약
LOC_SYSTEM_ITEM_POTION_POTION_IDEN_ALCOHOL,술 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN1,새하얀 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN2,초록색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN3,빨강색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN4,파랑색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN5,노랑색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN6,검정색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN7,회색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN8,분홍색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN9,거품낀 초록색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN10,거품낀 빨강색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN11,거품낀 파랑색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN12,거품낀 노랑색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN13,거품낀 검정색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN14,무색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN15,갈색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN16,거품낀 회색 물약
LOC_SYSTEM_ITEM_POTION_POTION_UNIDEN17,거품낀 투명한 물약
LOC_SYSTEM_ITEM_SCROLL_SCROLL,두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_TELEPORT,공간이동의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_IDENTIFY,식별의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_NONE,낙서 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_CURSE_WEAPON,무기저주의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_CURSE_ARMOUR,방어구저주의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_REMOVE_CURSE,저주해제의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_BLINK,순간이동의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_MAPPING,지형탐지의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_ENCHANT_WEAPON_1,무기강화의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_ENCHANT_WEAPON_2,무기강화의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_ENCHANT_ARMOUR,방어구강화의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_FOG,안개의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_DETECT_CURSE,저주탐지의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_CURSE_JEWELRY,장신구저주의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_SILENCE,정적의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_SOUL_SHOT,영격 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_CHARGING,스펠카드충전의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_AMNESIA,망각의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_SANTUARY,성역의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_BRAND_WEAPON,마법무기의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN1,닳아 해진 양피지 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN2,삐뚤빼뚤한 나무껍질 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN3,희미한 잉크의 천  두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN4,마모된 금실 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN5,깨알같이 적힌 양피지 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN6,불에 그을린 천 조각 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN7,번진 글씨의 사향 가죽 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN8,구멍 뚫린 종이 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN9,찢긴 모서리의 비단 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN10,얼룩진 비단 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN11,잉크로 적힌 황마 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN12,잘려 나간 필기 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN13,굳은 먹물의 종이 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN14,주름진 양피지 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN15,연필 자국 남은 천 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN16,덧칠된 글씨의 황금띠 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN17,물 먹은 종이 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN18,흙묻은 글씨의 천 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN19,속이 비치는 얇은 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN20,잉크로 적힌 나무껍질 두루마리
LOC_SYSTEM_ITEM_SCROLL_CURSE_ITEM,장착하고 있던 {0:이|가} 검게 빛났다.
LOC_SYSTEM_ITEM_SCROLL_ENCHANT_ITEM,장착하고 있던 {0:이|가} 빨강색으로 빛났다.
LOC_SYSTEM_ITEM_SCROLL_ENCHANT_ARMOUR,{0:이|가} 초록색으로 빛났다.
LOC_SYSTEM_ITEM_SCROLL_SOULSHOT,팡!
LOC_SYSTEM_ITEM_SCROLL_CHARGE_SPELLCARD,{0:이|가} 충전되었다.
LOC_SYSTEM_ITEM_SCROLL_BRAND_NORMAL,{0:이|가} 알수없는 빛에 휩싸였다!
LOC_SYSTEM_ITEM_SCROLL_BRAND_FIRE,{0:이|가} 불길에 휩싸였다!
LOC_SYSTEM_ITEM_SCROLL_BRAND_COLD,{0:이|가} 한기를 내뿜었다!
LOC_SYSTEM_ITEM_SCROLL_BRAND_POISON,{0:이|가} 맹독을 뿜어냈다!
LOC_SYSTEM_ITEM_SCROLL_BRAND_MANA_REGEN,{0:이|가} 마나를 내뿜고있다!
LOC_SYSTEM_ITEM_SCROLL_BRAND_FAST_CAST,{0:이|가} 신비로운 힘을 뿜어내고 있다!
