LOC_SYSTEM_TITLE_TOUHOUCRAWL,Touhou Crawl
LOC_SYSTEM_MON_NO_LONGER_MUTE,{0}はもはや沈黙していない。
LOC_SYSTEM_MON_NO_LONGER_ENSLAVE,{0}の魂はもはや縛られていない。
LOC_SYSTEM_MON_NO_LONGER_LUNATIC,{0}の狂気は収まった。
LOC_SYSTEM_MON_NO_LONGER_FORCE,{0}の強化が終了した。
LOC_SYSTEM_MON_NO_LONGER_WEAK,{0}の弱化が終了した。
LOC_SYSTEM_MON_NO_LONGER_CHANGED,{0}の変化が解け、元の姿に戻った。
LOC_SYSTEM_MON_NO_LONGER_INVINCIBLE,{0}はもはや無敵ではない。
LOC_SYSTEM_MON_ABIL_GATHERING,{0}は仲間を集めている。
LOC_SYSTEM_MON_DROWNED,{0}は水に沈んだ。
LOC_SYSTEM_MON_FALL_LAVA,{0}は溶岩に落ちた。
LOC_SYSTEM_FIGHT_BLOCK,{0}は{1}の{2}を盾で防いだ。
LOC_SYSTEM_FIGHT_EVADE,{0}は{1}の{2}を回避した。
LOC_SYSTEM_FIGHT_GRAZE,{0}は{1}の{2}をグレイズした。
LOC_SYSTEM_FIGHT_MISS,{0}の{1}が{2}に当たらなかった。
LOC_SYSTEM_FIGHT_GRAZED,{0}の{1}が{2}にグレイズされた。
LOC_SYSTEM_MAGIC_RESIST,{0}は魔法を抵抗した。
LOC_SYSTEM_MAGIC_SUMMON,{0}があなたの元に召喚された。
LOC_SYSTEM_MAGIC_FIRE_BRAND,{0}が燃え始めた。
LOC_SYSTEM_MAGIC_FIRE_BRAND_MORE,{0}がさらに激しく燃え始めた。
LOC_SYSTEM_MAGIC_COLD_BRAND,{0}が冷気を放ち始めた。
LOC_SYSTEM_MAGIC_COLD_BRAND_MORE,{0}がさらに強く冷気を放ち始めた。
LOC_SYSTEM_MAGIC_POISON_BRAND,{0}が毒を撒き始めた。
LOC_SYSTEM_MAGIC_POISON_BRAND_MORE,{0}の毒がさらに強くなった。
LOC_SYSTEM_MAGIC_RECALL,{0}がリコールされた。
LOC_SYSTEM_MAGIC_KNOCKBACK,{0}が吹き飛ばされた。
LOC_SYSTEM_MAGIC_HYPNOSIS_MOVE,{0}が催眠にかかり動いた。
LOC_SYSTEM_MAGIC_ANIMAL_CHANGE_RESIST,{0}はすでに動物なので変身しない。
LOC_SYSTEM_MAGIC_ANIMAL_CHANGE,{0}は動物に変わってしまった。
LOC_SYSTEM_MAGIC_SUMMON_DREAM_LAKE,{0}が霧の湖の夢を呼び出した！
LOC_SYSTEM_MAGIC_SUMMON_DREAM_MOUNTAIN,{0}が妖怪の山の夢を呼び出した！
LOC_SYSTEM_MAGIC_SUMMON_DREAM_SCARLET,{0}が紅魔館の夢を呼び出した！
LOC_SYSTEM_MAGIC_SUMMON_DREAM_YUKKURI,{0}がゆっくりの巣の夢を呼び出した！
LOC_SYSTEM_MAGIC_SUMMON_DREAM_BAMBOO,{0}が迷宮の竹林の夢を呼び出した！
LOC_SYSTEM_MAGIC_SUMMON_DREAM_SUBTERRANEAN,{0}が地底の夢を呼び出した！
LOC_SYSTEM_MAGIC_SUMMON_DREAM_PANDEMONIUM,{0}が魔界の夢を呼び出した！
LOC_SYSTEM_MAGIC_MANA_DRAIN,{0}があなたのMPを吸収した。
LOC_SYSTEM_MAGIC_BLOOD_STARE,{0}は{1}をじっと見つめた。
LOC_SYSTEM_MAGIC_JUMP_ATTACK,{0}は{1}に飛びかかった。
LOC_SYSTEM_MAGIC_DISGUISE,{0}は{1}に変身した！
LOC_SYSTEM_MAGIC_RECALL_YOSHIKA,{0}は{1}のそばに呼び寄せられた。
LOC_SYSTEM_MAGIC_REVIVE_YOSHIKA,{0}は{1}を蘇らせた！
LOC_SYSTEM_MAGIC_TASTE_OF_DEATH,{0}は{1}に吸い込まれた。
LOC_SYSTEM_MAGIC_AFTERLIFE,{0}はあなたに向かって鎌を振り下ろした。
LOC_SYSTEM_MAGIC_PRISM_CONCERTO,プリズム・コンチェルト！
LOC_SYSTEM_MAGIC_PRISM_CALL,{0}は合奏に加わった。
LOC_SYSTEM_MAGIC_UNLUCK,{0}は{1}の運気を操作した。
LOC_SYSTEM_MAGIC_UNLUCK_TO_MONSTER,{0}は{1}の運気を操作した。{2}はなんだか不運そうだ。
LOC_SYSTEM_MAGIC_MERMAID_SONG,{0}は{1}の歌声に誘われて歩み寄った。
LOC_SYSTEM_MAGIC_PSYCHOKINESIS,{0}は念動力に弾き飛ばされた。
LOC_SYSTEM_MAGIC_KOKORO_ROULETTE_RED,{0}は怒りの仮面を装着した。
LOC_SYSTEM_MAGIC_KOKORO_ROULETTE_BLUE,{0}は悲しみの仮面を装着した。
LOC_SYSTEM_MAGIC_KOKORO_ROULETTE_GREEN,{0}は喜びの仮面を装着した。
LOC_SYSTEM_MAGIC_SLEEP_SMITE,{0}は{1}を夢へと誘った。
LOC_SYSTEM_MAGIC_DIMENSIONAL_RIFT,{0}は{1}へ瞬間移動し蹴りを放った。
LOC_SYSTEM_HIT_NORMAL,{0}の{1}が{2}に命中した。
LOC_SYSTEM_HIT_DREAM,{0}は{1}の夢を食べた。
LOC_SYSTEM_HIT_FIRE,{0}の{1}が{2}に命中し、燃え上がった。
LOC_SYSTEM_HIT_COLD,{0}の{1}が{2}に命中し、凍りついた。
LOC_SYSTEM_HIT_ELEC,{0}の{1}が{2}に命中し、感電させた。
LOC_SYSTEM_HIT_GERMAN_SUPLEX,{0}の{1}が{2}に決まった。
LOC_SYSTEM_HIT_SMITE,何かが{0}を強打した。
LOC_SYSTEM_HIT_SMASH,{0}は投げ飛ばされ、地面に叩きつけられた。
LOC_SYSTEM_HIT_BLOOD,{0}の血が飛び散った。
LOC_SYSTEM_HIT_NOISE,轟音が{0}の内耳を襲った。
LOC_SYSTEM_HIT_CLOUD_FIRE,{0}は炎に包まれた。
LOC_SYSTEM_HIT_CLOUD_COLD,{0}は凍りついた。
LOC_SYSTEM_HIT_CLOUD_ELEC,{0}は感電した。
LOC_SYSTEM_HIT_STONE_TRAP,{0}は尖った岩を踏んだ。
LOC_SYSTEM_HIT_BLAST,{0}は{1}の爆風に巻き込まれた。
LOC_SYSTEM_HIT_SUN_BLAST,{0}は{1}に焼かれた。
LOC_SYSTEM_HIT_BLLIZARD,{0}は吹雪に巻き込まれた。
LOC_SYSTEM_HIT_BURST,{0}は爆発した。
LOC_SYSTEM_HIT_TWIST,{0}は風に吹き飛ばされた。
LOC_SYSTEM_HIT_CURSED,{0}は呪われている。
LOC_SYSTEM_HIT_VEILING,{0}は風の鎧に切り裂かれた。
LOC_SYSTEM_HIT_RUSH,{0}はぶつけられた。
LOC_SYSTEM_HIT_BUMP,{0}は{1}にぶつかった。
LOC_SYSTEM_HIT_BUMP_WALL,{0}は壁にぶつかった。
LOC_SYSTEM_HIT_PSYCHO,{0}は床に叩きつけられた。
LOC_SYSTEM_HIT_DROWNING,{0}は水に溺れている。
LOC_SYSTEM_HIT_DROWNING_MONSTER,{0}は水に落ちた。
LOC_SYSTEM_HIT_VAMP,{0}は{1}の体力を吸収した。
LOC_SYSTEM_HIT_THROW_ELEC,{0}は感電した。
LOC_SYSTEM_HIT_CONFUSE_ATTACK,あなたの攻撃は{0}の虚を突いた！
LOC_SYSTEM_HIT_STAB_SHORTBLADE,{0}は{1}を背後から突き刺した。
LOC_SYSTEM_HIT_STAB_LONGBLADE,{0}は{1}を背後から斬りつけた。
LOC_SYSTEM_HIT_STAB_MACE,{0}は{1}を背後から叩きつけた。
LOC_SYSTEM_HIT_STAB_AXE,{0}は{1}を背後から叩き割った。
LOC_SYSTEM_HIT_STAB_SPEAR,{0}は{1}を背後から貫いた。
LOC_SYSTEM_HIT_STAB_OTHER,{0}は{1}を背後から奇襲した。
LOC_SYSTEM_NO_DAMAGE,ダメージを受けなかった。
LOC_SYSTEM_BUT_NO_DAMAGE,しかし、ダメージを与えられなかった。
LOC_SYSTEM_FRIEND_SHIELD,{0}は{1}をかばった！
LOC_SYSTEM_MAMIZO_EVADE,{0}は地蔵に化けて攻撃を回避した！
LOC_SYSTEM_KILL_NORMAL,{0}は{1}を倒した。
LOC_SYSTEM_KILL_INANIMATE,{0}は{1}を破壊した。
LOC_SYSTEM_DEAD_YOU,死んでしまった……
LOC_SYSTEM_DEAD_ESCAPE,ダンジョンから脱出した。
LOC_SYSTEM_DEAD_NORMAL,{0}は死んだ。
LOC_SYSTEM_DEAD_INANIMATE,{0}は破壊された。
LOC_SYSTEM_DEAD_DOOR,{0}は普通の扉に戻った。
LOC_SYSTEM_DEAD_SUMMON,{0}は煙の中に消えた。
LOC_SYSTEM_DEAD_REIMU,{0}は隙間の中に消えた。
LOC_SYSTEM_GAIN_EXPERIENCE,経験が増えていくのを感じた。
LOC_SYSTEM_GAIN_NO_EXPERIENCE_WITH_FEAR,戦意喪失した敵からは経験値を得られない。
LOC_SYSTEM_NOTE_START,{0}、{1} {2} {3}。ダンジョンの探索を開始した。
LOC_SYSTEM_NOTE_UNIQUE_FIND,ネームドの{0}を発見した。
LOC_SYSTEM_NOTE_UNIQUE_KILL,ネームドの{0}を倒した。
LOC_SYSTEM_NOTE_UNIQUE_DEAD,ネームドの{0}が倒された。
LOC_SYSTEM_NOTE_ENSLAVE_DEAD,{0}が倒された。
LOC_SYSTEM_NOTE_INVITE_FAIRY_UNIQUE,{0}が仲間になった。
LOC_SYSTEM_NOTE_INVITE_FAIRY,{0}（{1}）が仲間になった。
LOC_SYSTEM_NOTE_DUNGEON_ENTER,ダンジョン進行：{0}に入った。
LOC_SYSTEM_NOTE_SKILL_LEVEL_UP,スキル{0}のレベルが上がった。スキルレベル{1}
LOC_SYSTEM_NOTE_MEMORIZE_SPELL,魔法記憶：レベル{0} {1}
LOC_SYSTEM_NOTE_GET_ITEM,{0}を入手した。
LOC_SYSTEM_NOTE_GET_YINYANG_ORB,陰陽玉を手に入れた。
LOC_SYSTEM_NOTE_GOD_WORSHIP,{0}の信徒となった。
LOC_SYSTEM_NOTE_GOD_GIVEUP,{0}を信仰するのをやめた。
LOC_SYSTEM_NOTE_GOD_FORGIVE,{0}に許された。
LOC_SYSTEM_NOTE_GOD_GIFT,{0}から贈り物を受け取った。
LOC_SYSTEM_NOTE_GOD_ABANDON,{0}を見捨てた。
LOC_SYSTEM_NOTE_GOD_ABANDONED,{0}に見捨てられた。
LOC_SYSTEM_NOTE_SATORI_REUNION,サトリと再会した。
LOC_SYSTEM_NOTE_SATORI_WORSHIP,サトリのペットになった。
LOC_SYSTEM_NOTE_HALFYOUKAI_MUTANT_GAIN,半妖ミュータントの発現
LOC_SYSTEM_NOTE_HALFYOUKAI_MUTANT_GROW,半妖ミュータントの強化
LOC_SYSTEM_NOTE_YUYUKO_ENSLAVE_GHOST,{0}を拘束した。
LOC_SYSTEM_NOTE_SEIJA_GIFT,正邪から贈り物を受け取った。（{0}）
LOC_SYSTEM_NOTE_JUNKO_PURIFICATION_ITEM,純狐の加護によりアイテム浄化（{0}）
LOC_SYSTEM_NOTE_JUNKO_PURIFICATION_SKILL,純狐の加護によりスキル浄化（{0}）
LOC_SYSTEM_NOTE_JUNKO_PURIFICATION_FIRERESIST,純狐の加護により耐性浄化（火炎）
LOC_SYSTEM_NOTE_JUNKO_PURIFICATION_COLDRESIST,純狐の加護により耐性浄化（冷気）
LOC_SYSTEM_NOTE_JUNKO_PURIFICATION_ELECRESIST,純狐の加護により耐性浄化（電撃）
LOC_SYSTEM_NOTE_JUNKO_PURIFICATION_MP,純狐の加護により魔力浄化
LOC_SYSTEM_NOTE_JUNKO_PURIFICATION_POWER,純狐の加護により魔力浄化
LOC_SYSTEM_NOTE_JUNKO_PURIFICATION_LIFE,純狐の加護により生命浄化
LOC_SYSTEM_NOTE_JUNKO_PURIFICATION_SYSTEM,純狐の加護によりシステム浄化
LOC_SYSTEM_NOTE_TENSI_NOTHING,天子：何もしなかった。
LOC_SYSTEM_NOTE_TENSI_GOOD_POTION,天子：良いポーション。
LOC_SYSTEM_NOTE_TENSI_BAD_POTION,天子：悪いポーション。
LOC_SYSTEM_NOTE_TENSI_GOOD_SUMMON,天子：友好的な召喚。
LOC_SYSTEM_NOTE_TENSI_BAD_SUMMON,天子：敵対的な召喚。
LOC_SYSTEM_NOTE_TENSI_GOOD_TELEPORT,天子：安全なテレポート。
LOC_SYSTEM_NOTE_TENSI_BAD_TELEPORT,天子：危険なテレポート。
LOC_SYSTEM_NOTE_TENSI_EARTHQUAKE,天子：地震。
LOC_SYSTEM_NOTE_TENSI_ENLIGHTENMENT,天子：無念無想バフ。
LOC_SYSTEM_NOTE_TENSI_GOOD_BURST,天子：安全な爆発。
LOC_SYSTEM_NOTE_TENSI_BAD_BURST,天子：危険な爆発。
LOC_SYSTEM_NOTE_TENSI_BRAND_WEAPON,天子：緋想の剣を付与。
LOC_SYSTEM_NOTE_TENSI_GOOD_KANAME,天子：友好的な要石を召喚。
LOC_SYSTEM_NOTE_TENSI_BAD_KANAME,天子：敵対的な要石を召喚。
LOC_SYSTEM_NOTE_TENSI_FIELD,天子：特殊フィールドを生成。
LOC_SYSTEM_NOTE_TENSI_BLIND,天子：失明。
LOC_SYSTEM_NOTE_TENSI_GOOD_AOE,天子：範囲減速。
LOC_SYSTEM_NOTE_TENSI_BAD_AOE,天子：範囲加速。
LOC_SYSTEM_NOTE_TENSI_SUCIDE,天子：自爆ウサギを召喚。
LOC_SYSTEM_NOTE_TENSI_WEATHER_FOG,天子：霧。
LOC_SYSTEM_NOTE_TENSI_WEATHER_THUNDER,天子：雷。
LOC_SYSTEM_NOTE_TENSI_WEATHER_SUN,天子：晴れ。
LOC_SYSTEM_NOTE_TENSI_DEBUG1,テンション {0}
LOC_SYSTEM_NOTE_TENSI_DEBUG2,テンション {0} 行動 {1}
LOC_SYSTEM_NOTE_ARENA,========== レベル {0} ==========
LOC_SYSTEM_NOTE_ARENA_TEAM_LEFT,{0}チーム：左側
LOC_SYSTEM_NOTE_ARENA_TEAM_RIGHT,{0}チーム：右側
LOC_SYSTEM_NOTE_ARENA_SUCCESS,正解！
LOC_SYSTEM_NOTE_ARENA_FAIL,不正解...
LOC_SYSTEM_NOTE_ARENA_WIN_LEFT,左側チームの勝利。
LOC_SYSTEM_NOTE_ARENA_WIN_RIGHT,右側チームの勝利。
LOC_SYSTEM_NOTE_ARENA_LEFT_LIFE,残りチャンス {0}
LOC_SYSTEM_NOTE_ARENA_DRAW,引き分けによる再試合
LOC_SYSTEM_NOTE_ARENA_TIMEOVER,時間切れによる再試合
LOC_SYSTEM_NOTE_ARENA_FINAL_SCORE,あなたの記録はレベル{0}です。
LOC_SYSTEM_NOTE_ARENA_WIN,レベル27達成！あなたはゲームをクリアした。
LOC_SYSTEM_NOTE_RUN_AWAY,{0}から逃げ出した。
LOC_SYSTEM_NOTE_REVIVE,{0}により蘇生された。
LOC_SYSTEM_NOTE_DEAD,死亡した。
LOC_SYSTEM_NOTE_DEAD_BY,{0}に倒された。
LOC_SYSTEM_NOTE_DEAD_HUNGRY,飢え死にした。
LOC_SYSTEM_NOTE_DEAD_QUIT,ゲームを諦めた。
LOC_SYSTEM_NOTE_DEAD_ESCAPE,ダンジョンから脱出した。
LOC_SYSTEM_NOTE_DEAD_POISON,毒に侵されて死亡した。
LOC_SYSTEM_NOTE_DEAD_EFFECT,副作用で死亡した。
LOC_SYSTEM_REPLAY_TITLE,{0}    レベル{1}の{2} {3} {4}「{5}」
LOC_SYSTEM_REPLAY_TITLE_ARENA,アリーナレベル{0}「{1}」
LOC_SYSTEM_REPLAY_TITLE_SPRINT,スプリント
LOC_SYSTEM_UNIQUE_BENYATH_RAGE,{0}は怒りに咆哮した。自らの力に覚醒した！
LOC_SYSTEM_UNIQUE_BENYATH_RAGE_DISTANCE,遠くから怒りに満ちた悲鳴が聞こえた。
LOC_SYSTEM_UNIQUE_KEINE_TRANSFORM,慧音は体力を失い白沢へと変化した！
LOC_SYSTEM_TENSI_GOOD1,天子があなたに好意的な視線を向けた。
LOC_SYSTEM_TENSI_GOOD2,天子の力があなたに届いた。
LOC_SYSTEM_TENSI_GOOD3,天子：大変そうね！
LOC_SYSTEM_TENSI_GOOD4,天子：助けてあげる！
LOC_SYSTEM_TENSI_GOOD5,あなたは天子の笑い声を聞いた。
LOC_SYSTEM_TENSI_GOOD6,天子が興味津々の視線を向けた。
LOC_SYSTEM_TENSI_GOOD7,天子の拍手が聞こえた。
LOC_SYSTEM_TENSI_GOOD8,あなたの周囲に心地よい気配が漂っている。
LOC_SYSTEM_TENSI_GOOD9,天子：もっと楽しませてよ！
LOC_SYSTEM_TENSI_GOOD10,天子：まだいけるでしょ？
LOC_SYSTEM_TENSI_GOOD11,天子：頑張って！
LOC_SYSTEM_TENSI_GOOD12,天子の強大な力を授かった。
LOC_SYSTEM_TENSI_GOOD13,天子は興味津々にあなたの冒険を見守っている。
LOC_SYSTEM_TENSI_BAD1,天子の邪悪な視線を感じた。
LOC_SYSTEM_TENSI_BAD2,天子が笑い始めた。
LOC_SYSTEM_TENSI_BAD3,天子はあなたの冒険を退屈だと感じている。
LOC_SYSTEM_TENSI_BAD4,天子：こういうのはどう？
LOC_SYSTEM_TENSI_BAD5,天子：もっとスリルを味わってみない？
LOC_SYSTEM_TENSI_BAD6,天子：ちょっと平和すぎない？
LOC_SYSTEM_TENSI_BAD7,天子のいたずらっぽい笑い声が聞こえた。
LOC_SYSTEM_TENSI_BAD8,天子はあなたに試練を与えようとしている。
LOC_SYSTEM_TENSI_BAD9,天子：退屈よりマシでしょ？
LOC_SYSTEM_TENSI_BAD10,天子：もっと怒って！
LOC_SYSTEM_TENSI_BAD11,天子：全力出さなきゃ死ぬかもよ！
LOC_SYSTEM_TENSI_BAD12,天子：生意気ね！
LOC_SYSTEM_TENSI_BAD13,天子：つまらないわね！
LOC_SYSTEM_TENSI_BAD14,天子：強すぎじゃない？
LOC_SYSTEM_TENSI_BAD15,天子：安全なのはつまらない！
LOC_SYSTEM_TENSI_NOTHING1,小石が飛んできてあなたの頭に当たった。
LOC_SYSTEM_TENSI_NOTHING2,突然地面が揺れた。
LOC_SYSTEM_TENSI_NOTHING3,天子：私とおしゃべりしない？
LOC_SYSTEM_TENSI_NOTHING4,天子：好きな食べ物は何？
LOC_SYSTEM_TENSI_NOTHING5,天子：天界は退屈すぎる！
LOC_SYSTEM_TENSI_NOTHING6,天子：もっと大胆に動いてよ！
LOC_SYSTEM_TENSI_NOTHING7,天子：面白いものが見たいの！
LOC_SYSTEM_TENSI_NOTHING8,天子：私がもっと楽しくしてあげようか？
LOC_SYSTEM_TENSI_NOTHING9,天子：退屈にしたらどうなるか…わかってるよね？
LOC_SYSTEM_TENSI_NOTHING10,足元から鋭い岩が飛び出し、つまずきそうになった。誰かの笑い声が聞こえた。
LOC_SYSTEM_TENSI_NOTHING11,すぐ隣に鋭い要石が落ちてきた。「惜しい！」
LOC_SYSTEM_TENSI_NOTHING12,天子：この上から犠牲者を見るのが私の楽しみよ！
LOC_SYSTEM_TENSI_NOTHING13,天子：すぐ死なないよね？もうちょっと頑張れるよね？
LOC_SYSTEM_TENSI_NOTHING14,天子：ねえねえ、どうやって死ぬか賭けしない？
LOC_SYSTEM_TENSI_NOTHING15,天子：この前見てた子は{0}で死んじゃったの。
LOC_SYSTEM_TENSI_NOTHING16,天子：{0}ってなんでこんなに{タフで|可愛い}んだろう？
LOC_SYSTEM_TENSI_NOTHING17,天子：ちょっと待ってて、サプライズパーティー準備中だから！
LOC_SYSTEM_TENSI_NOTHING18,あなたの額に小さな石が当たった。
LOC_SYSTEM_TENSI_NOTHING19,天子：面白い話でもしてよ！
LOC_SYSTEM_TENSI_NOTHING20,天子はあなたをからかう計画を立てている。
LOC_SYSTEM_TENSI_NOTHING21,天子は退屈そうにあくびをした。
LOC_SYSTEM_TENSI_POTION1,天子があなたに新たな力を授けた。
LOC_SYSTEM_TENSI_POTION2,天子：喉乾いてない？
LOC_SYSTEM_TENSI_POTION3,天子：これでまだ戦えるでしょ！
LOC_SYSTEM_TENSI_POTION4,天子があなたに新たな力を授けた。
LOC_SYSTEM_TENSI_POTION5,あなたは天子から授けられたポーションを受け取った。
LOC_SYSTEM_TENSI_BAD_POTION1,天子の笑い声があなたの頭に響いた。
LOC_SYSTEM_TENSI_BAD_POTION2,天子：家の倉庫の隅で見つけたポーションだよ！
LOC_SYSTEM_TENSI_BAD_POTION3,天子：罰だよ！
LOC_SYSTEM_TENSI_BAD_POTION4,天子：君のために特製ドリンクを作ったの！
LOC_SYSTEM_TENSI_BAD_POTION5,あなたは天子に無理やりポーションを飲まされた。
LOC_SYSTEM_TENSI_SUMMON1,天子があなたに仲間を与えた。
LOC_SYSTEM_TENSI_SUMMON2,天子：友達が欲しい？
LOC_SYSTEM_TENSI_SUMMON3,天子：援軍だよ！
LOC_SYSTEM_TENSI_SUMMON4,天子：これで逃げなくてもいいでしょ？
LOC_SYSTEM_TENSI_SUMMON5,天子があなたの周囲に友好的な召喚体を召喚した。
LOC_SYSTEM_TENSI_BAD_SUMMON1,天子があなたに敵対的な召喚体を送り込んだ。
LOC_SYSTEM_TENSI_BAD_SUMMON2,天子：戦わないなら…私が戦わせてあげる！
LOC_SYSTEM_TENSI_BAD_SUMMON3,天子：どれだけ強くなったか見てみたいな！
LOC_SYSTEM_TENSI_BAD_SUMMON4,天子：調子に乗りすぎじゃない？
LOC_SYSTEM_TENSI_BAD_SUMMON5,天子の邪悪な視線を感じた。
LOC_SYSTEM_TENSI_TELE1,天子があなたの空間をかき乱した。
LOC_SYSTEM_TENSI_TELE2,天子：こっちの方が安全よ！
LOC_SYSTEM_TENSI_TELE3,天子：少し休んでみたら？
LOC_SYSTEM_TENSI_TELE4,天子：いい寝床を見つけたわ！
LOC_SYSTEM_TENSI_TELE5,あなたは空間が歪んでいるのを感じた。
LOC_SYSTEM_TENSI_BAD_TELE1,天子があなたを別の場所に吹き飛ばした。
LOC_SYSTEM_TENSI_BAD_TELE2,天子：こっちの方がクールな場所よ！
LOC_SYSTEM_TENSI_BAD_TELE3,天子：もっと楽しい場所を教えてあげる！
LOC_SYSTEM_TENSI_BAD_TELE4,天子：退屈ね、ちょっと変化をつけようか？
LOC_SYSTEM_TENSI_BAD_TELE5,あなたは目が回るような感覚を覚えた。
LOC_SYSTEM_TENSI_EARHQUAKE1,あなたは大地がひっくり返るような感覚を覚えた。
LOC_SYSTEM_TENSI_EARHQUAKE2,天子：裂けろ！
LOC_SYSTEM_TENSI_EARHQUAKE3,天子：カー・クラッシュ！
LOC_SYSTEM_TENSI_EARHQUAKE4,天子：地震よ！
LOC_SYSTEM_TENSI_EARHQUAKE5,強烈な地震が起きた！
LOC_SYSTEM_TENSI_SUPERARMOR1,あなたの体が非常に硬くなったと感じた。
LOC_SYSTEM_TENSI_SUPERARMOR2,天子：この桃、食べてみる？
LOC_SYSTEM_TENSI_SUPERARMOR3,天子：これは天人の力よ！
LOC_SYSTEM_TENSI_SUPERARMOR4,天子：これでもう痛くないわよ！
LOC_SYSTEM_TENSI_SUPERARMOR5,天子があなたに無念無想の力を授けた。
LOC_SYSTEM_TENSI_BURST1,天子：ドカン！
LOC_SYSTEM_TENSI_BURST2,天子：巻き込まれないように気をつけてね！
LOC_SYSTEM_TENSI_BURST3,天子：これはどうかな？
LOC_SYSTEM_TENSI_WEAPON1,あなたの手に赤い気が集まり始めた。
LOC_SYSTEM_TENSI_WEAPON2,天子：その武器、冴えないわね？
LOC_SYSTEM_TENSI_WEAPON3,天子：ちょっとだけ貸してあげる！
LOC_SYSTEM_TENSI_WEAPON4,天子：これで誰にも負けないでしょ？
LOC_SYSTEM_TENSI_WEAPON5,天子：内緒で貸すから誰にも言わないでね！
LOC_SYSTEM_TENSI_WEAPON6,天子：ちゃんと返してくれる？
LOC_SYSTEM_TENSI_WEAPON7,天子：バレたら衣玖に怒られるから…
LOC_SYSTEM_TENSI_KANAME1,天子はあなたに援軍を授けた。
LOC_SYSTEM_TENSI_KANAME2,天子：これがあれば負けないでしょ？
LOC_SYSTEM_TENSI_KANAME3,天子：私のお気に入りたちよ！
LOC_SYSTEM_TENSI_KANAME4,天子：ペット岩って聞いたことある？
LOC_SYSTEM_TENSI_KANAME5,天子：優しく扱ってね！
LOC_SYSTEM_TENSI_KANAME6,天子：カナメ・ファンネル！
LOC_SYSTEM_TENSI_BAD_KANAME1,天子：そこから離れた方がいいよ。
LOC_SYSTEM_TENSI_BAD_KANAME2,天子：岩盤ベッドって知ってる？
LOC_SYSTEM_TENSI_BAD_KANAME3,天子：私の岩は人を噛まないけど…撃つよ！
LOC_SYSTEM_TENSI_BAD_KANAME4,天子：ここで生き延びられるか試してみよう！
LOC_SYSTEM_TENSI_BAD_KANAME5,天子：新しく作ったスペルカード、試してみてくれる？
LOC_SYSTEM_TENSI_BAD_KANAME6,天子：射撃練習しない？もちろん標的はあなた！
LOC_SYSTEM_TENSI_FIELD1,あなたを中心に巨大な結界が張られたのを感じた。
LOC_SYSTEM_TENSI_FIELD2,天子：新しいフィールドが欲しい？
LOC_SYSTEM_TENSI_FIELD3,天子：ここで戦った方が楽しそうじゃない？
LOC_SYSTEM_TENSI_FIELD4,天子：テント広げるから手伝ってくれない？
LOC_SYSTEM_TENSI_FIELD5,天子：もっといい環境があるけど試してみる？
LOC_SYSTEM_TENSI_BLIND1,天子：ちょっと昼寝するから、明かり消してくれる？
LOC_SYSTEM_TENSI_BLIND2,天子：眩しすぎない？
LOC_SYSTEM_TENSI_BLIND3,天子：こっちの方が面白くない？
LOC_SYSTEM_TENSI_BLIND4,天子：目に見えるものがすべてじゃないよ！
LOC_SYSTEM_TENSI_DEBUFF1,天子は周囲の流れを操った。
LOC_SYSTEM_TENSI_DEBUFF2,天子：ここまでして負けたら覚悟しなさい。
LOC_SYSTEM_TENSI_DEBUFF3,天子：今日は機嫌がいいから特別なプレゼント！
LOC_SYSTEM_TENSI_DEBUFF4,天子：なんか敵が遅く見えるでしょ？
LOC_SYSTEM_TENSI_DEBUFF5,天子：これで十分かな？
LOC_SYSTEM_TENSI_DEBUFF6,天子：ノロマどもめ！
LOC_SYSTEM_TENSI_SUCIDE1,天子：いい友達を紹介してあげる！
LOC_SYSTEM_TENSI_SUCIDE2,天子：いい子たちよ！ちょっと過激派なだけで！
LOC_SYSTEM_TENSI_SUCIDE3,天子：爆発って好き？
LOC_SYSTEM_TENSI_SUCIDE4,天子：勇敢だけど味方を気にしないのが欠点ね。
LOC_SYSTEM_TENSI_SUCIDE5,天子：短い間だけど仲良くしてあげて！
LOC_SYSTEM_TENSI_SUCIDE6,天子：自爆特攻って理解できないわ…何かの宗教かしら？
LOC_SYSTEM_TENSI_SUCIDE7,天子：周囲を一掃するにはこれが一番よ！
LOC_SYSTEM_TENSI_FOG1,天子：今日の天気はとても霧が濃いでしょう。
LOC_SYSTEM_TENSI_FOG2,天子：私は霧の日はあまり好きじゃないの。
LOC_SYSTEM_TENSI_FOG3,天子：こんな天気でも戦える？
LOC_SYSTEM_TENSI_FOG4,天子：やだ、ジメジメして暗いじゃない！
LOC_SYSTEM_TENSI_FOG5,天子：身を隠すにはちょうどいい天気ね！
LOC_SYSTEM_TENSI_FOG6,天子：気象発現！
LOC_SYSTEM_TENSI_THUNDER1,天子：今日の天気は雷鳴が轟くでしょう！
LOC_SYSTEM_TENSI_THUNDER2,天子：派手に行こうよ！
LOC_SYSTEM_TENSI_THUNDER3,天子：雷に打たれる確率ってどのくらいかな？
LOC_SYSTEM_TENSI_THUNDER4,天子：こういうのは避けられないんじゃない？
LOC_SYSTEM_TENSI_THUNDER5,天子：着てる服が絶縁素材だといいけど！
LOC_SYSTEM_TENSI_THUNDER6,天子：ゴロゴロドーン！
