LOC_SYSTEM_OPTION_MENU_START,======OPTION======
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_BLINK,순간이동의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_MAPPING,지형탐지의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_ENCHANT_WEAPON_1,무기강화의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_ENCHANT_WEAPON_2,무기강화의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_ENCHANT_ARMOUR,방어구강화의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_FOG,안개의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_DETECT_CURSE,저주탐지의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_CURSE_JEWELRY,장신구저주의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_SILENCE,정적의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_SOUL_SHOT,영격 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_CHARGING,스펠카드충전의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_AMNESIA,망각의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_SANTUARY,성역의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_IDEN_BRAND_WEAPON,마법무기의 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN1,닳아 해진 양피지 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN2,삐뚤빼뚤한 나무껍질 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN3,희미한 잉크의 천  두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN4,마모된 금실 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN5,깨알같이 적힌 양피지 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN6,불에 그을린 천 조각 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN7,번진 글씨의 사향 가죽 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN8,구멍 뚫린 종이 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN9,찢긴 모서리의 비단 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN10,얼룩진 비단 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN11,잉크로 적힌 황마 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN12,잘려 나간 필기 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN13,굳은 먹물의 종이 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN14,주름진 양피지 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN15,연필 자국 남은 천 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN16,덧칠된 글씨의 황금띠 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN17,물 먹은 종이 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN18,흙묻은 글씨의 천 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN19,속이 비치는 얇은 두루마리
LOC_SYSTEM_ITEM_SCROLL_SCROLL_UNIDEN20,잉크로 적힌 나무껍질 두루마리
LOC_SYSTEM_ITEM_SCROLL_CURSE_ITEM,The equipped {0} shone black.
LOC_SYSTEM_ITEM_SCROLL_ENCHANT_ITEM,The equipped {0} shone red.
LOC_SYSTEM_ITEM_SCROLL_ENCHANT_ARMOUR,{0} shone green.
LOC_SYSTEM_ITEM_SCROLL_CHARGE_SPELLCARD,{0} has been recharged.
LOC_SYSTEM_ITEM_SCROLL_BRAND_NORMAL,{0} was engulfed in an unknown light!
LOC_SYSTEM_ITEM_SCROLL_BRAND_FIRE,{0} was engulfed in flames!
LOC_SYSTEM_ITEM_SCROLL_BRAND_COLD,{0} emitted a chilling aura!
LOC_SYSTEM_ITEM_SCROLL_BRAND_POISON,{0} released a toxic cloud!
LOC_SYSTEM_ITEM_SCROLL_BRAND_MANA_REGEN,{0} began emitting mana!
LOC_SYSTEM_ITEM_SCROLL_BRAND_FAST_CAST,{0} radiated mysterious energy!
LOC_SYSTEM_ITEM_SCROLL_BRAND_PROTECT,{0} glowed with a protective aura!
LOC_SYSTEM_ITEM_SCROLL_BRAND_WEAPON,Your weapon has been enchanted with magic!
LOC_SYSTEM_ITEM_BOOK_DROP,Dropped Spellbook
LOC_SYSTEM_ITEM_BOOK_FIRE_BASE,Beginner's Pyromancy Book
LOC_SYSTEM_ITEM_BOOK_COLD_BASE,Beginner's Cryomancy Book
LOC_SYSTEM_ITEM_BOOK_POISON_BASE,Beginner's Toxicology Book
LOC_SYSTEM_ITEM_BOOK_WIZARD_BASE,Beginner's Wizardry Book
LOC_SYSTEM_ITEM_BOOK_EARTH_BASE,Beginner's Geomancy Book
LOC_SYSTEM_ITEM_BOOK_AIR_BASE,Beginner's Aeromancy Book
LOC_SYSTEM_ITEM_BOOK_SUMMON_BASE,Beginner's Summoning Book
LOC_SYSTEM_ITEM_BOOK_ALCHMIST_BASE,Beginner's Alchemy Book
LOC_SYSTEM_ITEM_BOOK_PSYCHOLOGIST_BASE,Beginner's Psychology Book
LOC_SYSTEM_ITEM_BOOK_BRAND_BASE,Beginner's Spellblade Manual
LOC_SYSTEM_ITEM_BOOK_MAID_BASE,Maid’s Code of Conduct
LOC_SYSTEM_ITEM_BOOK_SHOCK,Book of Shock
LOC_SYSTEM_ITEM_BOOK_PRACTICE,Book of Elemental Practice
LOC_SYSTEM_ITEM_BOOK_SUB,Book of Support
LOC_SYSTEM_ITEM_BOOK_STALKING,Book of Assassination
LOC_SYSTEM_ITEM_BOOK_CLOUD,Book of Clouds
LOC_SYSTEM_ITEM_BOOK_CONJURE,Book of Destruction
LOC_SYSTEM_ITEM_BOOK_HEX,Book of Enchantment
LOC_SYSTEM_ITEM_BOOK_DEFENSE,Book of Defense
LOC_SYSTEM_ITEM_BOOK_ENCHANT,Introduction to Feng Shui
LOC_SYSTEM_ITEM_BOOK_TRANSITION,Book of Transposition
LOC_SYSTEM_ITEM_BOOK_TENSI,Tenshi’s Secret Tome
LOC_SYSTEM_ITEM_BOOK_TEST_ANNIHILATE,Mima’s Sealed Grimoire
LOC_SYSTEM_ITEM_BOOK_DEBUF,Handbook of Mind Domination
LOC_SYSTEM_ITEM_BOOK_MAID_ULTI,Maid’s Secret Tome
LOC_SYSTEM_ITEM_BOOK_ICE_ULTI,Fairy of Ice: Secret Arts
LOC_SYSTEM_ITEM_BOOK_SUMMON_ULTI,Alice’s Book of Thaumaturgy
LOC_SYSTEM_ITEM_BOOK_AIR_ULTI,Tengu’s Action Manga
LOC_SYSTEM_ITEM_BOOK_ALCHMY_ULTI,Magnum Opus
LOC_SYSTEM_ITEM_BOOK_RANDOM1,Book with a Red Cover
LOC_SYSTEM_ITEM_BOOK_RANDOM2,Book with a Green Cover
LOC_SYSTEM_ITEM_BOOK_RANDOM3,Book with a Blue Cover
LOC_SYSTEM_ITEM_BOOK_RANDOM4,Book with a Yellow Cover
LOC_SYSTEM_ITEM_BOOK_RANDOM5,Book with a Pink Cover
LOC_SYSTEM_ITEM_BOOK_RANDOM6,Book with an Orange Cover
LOC_SYSTEM_ITEM_BOOK_RANDOM7,Book with a Purple Cover
LOC_SYSTEM_ITEM_TANMAC_BUG,Bug Danmaku
LOC_SYSTEM_ITEM_TANMAC_AMULET,Homing Amulet
LOC_SYSTEM_ITEM_TANMAC_POISON_NEEDLE,Venom Shuriken
LOC_SYSTEM_ITEM_TANMAC_KIKU_COMPRESSER,Kiku-ichimonji Compressor
LOC_SYSTEM_ITEM_TANMAC_DOGGOJEO,Doggojeo
LOC_SYSTEM_ITEM_EVOKE_PAGODA,Pagoda
LOC_SYSTEM_ITEM_EVOKE_AIR_SCROLL,Air Scroll
LOC_SYSTEM_ITEM_EVOKE_DREAM_SOUL,Dream Soul
LOC_SYSTEM_ITEM_EVOKE_BOMB,Type-4 Magic Bomb
LOC_SYSTEM_ITEM_EVOKE_GHOST_BALL,Okuri-Chochin
LOC_SYSTEM_ITEM_EVOKE_SKY_TORPEDO,Sky Torpedo
LOC_SYSTEM_ITEM_EVOKE_MAGIC_HAMMER,Magic Hammer
LOC_SYSTEM_ITEM_EVOKE_CAMERA,Camera
LOC_SYSTEM_ITEM_RUNE_RUNE,Rune
LOC_SYSTEM_ITEM_RUNE_SCARLET,Rune of Scarlet
LOC_SYSTEM_ITEM_RUNE_YOUKAI_MOUNTAIN,Rune of Youkai
LOC_SYSTEM_ITEM_RUNE_FLANDRE,Rune of Flandre
LOC_SYSTEM_ITEM_RUNE_YUKKURI,Rune of Yukkuri
LOC_SYSTEM_ITEM_RUNE_EIENTEI,Rune of Eientei
LOC_SYSTEM_ITEM_RUNE_SUBTERRANEAN,Rune of Blazing
LOC_SYSTEM_ITEM_RUNE_MOON,Rune of Moon
LOC_SYSTEM_ITEM_RUNE_HOKKAI,Rune of Hokkai
LOC_SYSTEM_ITEM_RUNE_FROZEN_FIELD,Rune of Frozen
LOC_SYSTEM_ITEM_RUNE_PANDEMONIUM,Rune of Pandemonic
LOC_SYSTEM_ITEM_YINYANG,Yin-Yang Orb
LOC_SYSTEM_ITEM_CAMERA_PHOTO,Photo of {0}
LOC_SYSTEM_ITEM_ETC_SATORI,Missing Poster
LOC_SYSTEM_ITEM_ETC_CATNIP,Catnip Tree
LOC_SYSTEM_ITEM_ETC_BROKEN_CAMERA,Broken Camera
LOC_SYSTEM_ITEM_ETC_KAPPA_TRASH,Kappa Junk
LOC_SYSTEM_ITEM_ETC_PHOTO,Photograph
LOC_SYSTEM_ITEM_DESCRIPTION_PHOTO1,A photo of {0}.\n
LOC_SYSTEM_ITEM_DESCRIPTION_PHOTO2,A photo of a beautiful girl.\n
LOC_SYSTEM_ITEM_DESCRIPTION_PHOTO3,It doesn’t mean much, but it seems worth collecting.\n
LOC_SYSTEM_ENSLAVE_GHOST,Soul of {0}
LOC_SYSTEM_GOD_ERROR,Unknown Deity
LOC_SYSTEM_GOD_JOON_AND_SION,Joon & Shion
LOC_SYSTEM_GOD_BYAKUREN,Byakuren
LOC_SYSTEM_GOD_KANAKO,Kanako
LOC_SYSTEM_GOD_SUWAKO,Suwako
LOC_SYSTEM_GOD_MINORIKO,Minoriko
LOC_SYSTEM_GOD_MIMA,Mima
LOC_SYSTEM_GOD_SHINKI,Shinki
LOC_SYSTEM_GOD_YUUGI,Yuugi
LOC_SYSTEM_GOD_SHIZUHA,Shizuha
LOC_SYSTEM_GOD_HINA,Hina
LOC_SYSTEM_GOD_YUKARI,Yukari
LOC_SYSTEM_GOD_EIRIN,Eirin
LOC_SYSTEM_GOD_YUYUKO,Yuyuko
LOC_SYSTEM_GOD_SATORI,Satori
LOC_SYSTEM_GOD_TENSI,Tenshi
LOC_SYSTEM_GOD_SEIJA,Seija
LOC_SYSTEM_GOD_LILLY,Lily
LOC_SYSTEM_GOD_MIKO,Miko
LOC_SYSTEM_GOD_OKINA,Okina
LOC_SYSTEM_GOD_JUNKO,Junko
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY0_ADD,You begin to waste and lose consumables due to the curses of the Plague and Poverty gods.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY1_ADD,You can now possess Joon or Shion.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY1_REMOVE,You can no longer possess Joon or Shion.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY2_ADD,While possessed, you gain effects that consume Power depending on the possessed god.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY2_REMOVE,You no longer gain Power-based effects while possessed.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY4_ADD,While possessed, you gain effects that consume items depending on the possessed god.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY4_REMOVE,You no longer gain item-based effects while possessed.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY5_ADD,Each time you possess, you can use that god's ultimate skill once.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY5_REMOVE,You can no longer use the god’s ultimate skill during possession.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY6_ADD,You can now use the ultimate and most ruthless strategy that guarantees victory.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY6_REMOVE,You can no longer use the ultimate and most ruthless strategy.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY1_ADD,Hijiri increases your maximum learnable magic level.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY1_REMOVE,Your maximum learnable magic level is no longer increased.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY2_ADD,You can now temporarily boost your Intelligence.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY2_REMOVE,You can no longer boost your Intelligence temporarily.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY3_ADD,With enhanced Strength, you ignore low armor penalties to magic failure.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY3_REMOVE,You no longer receive the blessing of Strength enhancement.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY4_ADD,Hijiri now assists your enhancement spells.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY4_REMOVE,You are no longer assisted by Hijiri’s enhancement support.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY5_ADD,Blessed by Hijiri, you can now sprint with superhuman Dexterity.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY5_REMOVE,You can no longer sprint with superhuman Dexterity.
LOC_SYSTEM_GOD_KANAKO_GAIN_ABLILITY1_ADD,You can now lunge at enemies instantly.
LOC_SYSTEM_GOD_KANAKO_GAIN_ABLILITY1_REMOVE,You can no longer perform instant lunges.
LOC_SYSTEM_GOD_KANAKO_GAIN_ABLILITY3_ADD,You can now summon a sacred pillar.
LOC_SYSTEM_GOD_KANAKO_GAIN_ABLILITY3_REMOVE,You can no longer summon a sacred pillar.
LOC_SYSTEM_GOD_KANAKO_GAIN_ABLILITY5_ADD,You can now strike with wind-imbued attacks.
LOC_SYSTEM_GOD_KANAKO_GAIN_ABLILITY5_REMOVE,You can no longer strike with wind-imbued attacks.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY1_ADD,The higher your Power, the faster you regenerate HP and MP.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY1_REMOVE,You no longer regenerate HP and MP faster based on Power.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY2_ADD,You can now recover from status ailments and stat debuffs.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY2_REMOVE,You can no longer recover from status ailments and stat debuffs.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY3_ADD,You can now eat faster and recover a bit of MP.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY3_REMOVE,You can no longer eat quickly.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY4_ADD,You can now consume food and P to recover a large amount of HP.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY4_REMOVE,You can no longer recover HP through food.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY5_ADD,You gain resistance to fire and cold right after eating.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY5_REMOVE,Eating no longer grants resistance to fire or cold.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY0_ADD,Your max MP increases in proportion to your faith.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY0_REMOVE,Your max MP has decreased.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY1_ADD,You gain MP when you slay an enemy.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY1_REMOVE,You no longer gain MP from killing enemies.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY2_ADD,Mima now empowers destructive magic.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY2_REMOVE,Destructive magic is no longer empowered.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY4_ADD,Mima now boosts the success rate of destructive spells.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY4_REMOVE,Destructive spells are no longer assisted in success rate.
LOC_SYSTEM_GOD_JOON_AND_SION_WASTE_CONSUMABLE,Due to the Curse of Pestilence, you wasted {0} {1}.
LOC_SYSTEM_GOD_JOON_AND_SION_POSSESSION_FAIL,{0} is an inanimate object and cannot be possessed.
LOC_SYSTEM_GOD_JOON_AND_SION_POSSESSION_SUCCESS,Shion has possessed {0}!
LOC_SYSTEM_GOD_SWAWKO_HAT,Suwako’s Hat
LOC_SYSTEM_GOD_SWAWKO_TOUGUE_FULL,Pulled in {0}.
LOC_SYSTEM_GOD_SWAWKO_CURSE_MSG,A calamity was cast upon {0}.
LOC_SYSTEM_GOD_EIRIN_PRAY_1,{0} transformed into {1}, {emitting smoke|reeking foully|glowing with light}.
LOC_SYSTEM_GOD_EIRIN_PRAY_2,Eirin seemed pleased.
LOC_SYSTEM_GOD_EIRIN_PUNISH_POTION,에이린은 당신에게 억지로 {0:을|를} 먹였다!
LOC_SYSTEM_GOD_MIMA_PUNISH_MAGIC,Mima aimed a powerful {0} at you!
LOC_SYSTEM_GOD_SHINKI_SUMMON_LOW_DEMONS,Low-ranking demons of Makai have been summoned to aid you.
LOC_SYSTEM_GOD_SHINKI_SUMMON_FAIL,{0} doesn't look very pleased.
LOC_SYSTEM_GOD_YUUGI_CATCH,Caught {0}.
LOC_SYSTEM_GOD_SHIZUHA_AUTUMN_ARMOUR_YN,Do you want to imbue {0} with Autumn's defense? (y/n)
LOC_SYSTEM_GOD_SHIZUHA_AUTUMN_BRAND,{0} radiates a somber, apocalyptic aura.
LOC_SYSTEM_GOD_HINA_CURSE_EQUIPMENT1,Hina infused your equipment with misfortune!
LOC_SYSTEM_GOD_HINA_CURSE_EQUIPMENT2,{0} you were wearing glowed darkly.
LOC_SYSTEM_GOD_HINA_ABIL_CURSE_WEAPON,{0} is brimming with cursed power.
LOC_SYSTEM_GOD_HINA_ABIL_CURSE_WEAPON_MIGHT,{0} glowed darkly, filling you with mysterious strength.
LOC_SYSTEM_GOD_HINA_ABIL_CURSE_ARMOUR_MIRROR,{0} glowed darkly — you now reflect all damage.
LOC_SYSTEM_GOD_HINA_ABIL_CURSE_JEWELRY_HEAL,{0} glowed darkly — you feel yourself healing.
LOC_SYSTEM_GOD_HINA_CURSE_BRAND,{0} emanates a cold, hollow aura of curse.
LOC_SYSTEM_GOD_YUYUKO_RECALL,Sent a ghost to {0}.
LOC_SYSTEM_GOD_YUYUKO_ENSLAVE_GHOST,{0} has become your ally.
LOC_SYSTEM_GOD_SEIJA_PUNISH,세이자는 당신과 {0}의 관계를 이간질했다!
LOC_SYSTEM_GOD_SEIJA_ABIL_SWAP,You swapped places with {0}.
LOC_SYSTEM_GOD_SEIJA_FINAL_GIFT,...Seija left behind a magic hammer as her final gift.
LOC_SYSTEM_GOD_UI_LILLIY1,===Your Fairy Companions===
LOC_SYSTEM_GOD_UI_LILLIY1_ALLY,Companion {0}:
LOC_SYSTEM_GOD_UI_LILLIY1_LEVEL,Level:
LOC_SYSTEM_GOD_UI_LILLIY1_STATE,Status:
LOC_SYSTEM_GOD_UI_LILLIY1_LIVE,Alive
LOC_SYSTEM_GOD_UI_LILLIY1_REVIVE,Awaiting Revival
LOC_SYSTEM_GOD_UI_LILLIY1_EMPTY,Empty Slot
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME1,Mei
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME2,Mitori
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME3,Nano
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME4,Nana
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME5,Satsuki
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME6,Aka
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME7,Ao
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME8,Ai
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME9,Umi
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME10,Pika
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME11,Marjorie
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME12,Sonya
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME13,Mia
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME14,Shine
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME15,Pai
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME16,Lucy
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME17,Liza
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME18,Eve
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME19,Erika
LOC_SYSTEM_GOD_LILLY_FAIRY_NAME20,Sojobo
LOC_SYSTEM_GOD_LILLY_LEVEL_UP,{0} has grown stronger.
LOC_SYSTEM_GOD_LILLY_CLASS_CHANGE,Through accumulated experience, {1} has evolved from {0}.
LOC_SYSTEM_GOD_LILLY_REVIVE,{0} has revived!
LOC_SYSTEM_GOD_LILLY_INVITE,{0} introduced herself as {1}.
LOC_SYSTEM_GOD_LILLY_INVITE_FAIL_LEVEL,You must be at least level {0} to recruit this fairy.
LOC_SYSTEM_GOD_LILLY_ABIL_HEAL,{0} was healed by the essence of spring.
LOC_SYSTEM_GOD_MIKO_DRAIN_CRAVING,You absorbed the cravings of {0} beings within sight.
LOC_SYSTEM_GOD_OKINA_ABIL_MAKE_DOOR,You turned the {0} tile into a door.
LOC_SYSTEM_GOD_OKINA_ABIL_CLOSE_DOOR_OUT,{0} was pushed away by the closing door!
LOC_SYSTEM_GOD_OKINA_ABIL_CLOSE_DOOR_OUT_FAIL,There’s no space to push away {0} on the door.
LOC_SYSTEM_GOD_OKINA_ABIL_DOOR_ESCAPE_WELCOME,This is the world beyond the door. {Take a good rest!|Welcome!|This place looks safe.}
LOC_SYSTEM_GOD_JUNKO_PURIFICATION_ITEM_WARNING,Are you sure you want to purify the item {0}? (y/n)
LOC_SYSTEM_GOD_JUNKO_PURIFICATION_ITEM_FINISH,Junko has purified your item: {0}!
LOC_SYSTEM_GOD_PRAY1,You prayed to {0}.
LOC_SYSTEM_GOD_PRAY2,{0} seems displeased.
LOC_SYSTEM_GOD_GIFT,{0}: Use this well!
LOC_SYSTEM_GOD_WRATH,You feel the wrath of {0}.
LOC_SYSTEM_GOD_FORGIVE,You have been forgiven by {0}.
LOC_SYSTEM_GOD_NOT_YET_FORGIVE,{0} has not forgiven you yet.
LOC_SYSTEM_GOD_ABANDON,You abandoned {0}. Your god is enraged.
LOC_SYSTEM_GOD_ABANDONED,You were forsaken by {0}.
LOC_SYSTEM_GOD_ABANDON_SATORI,You abandoned {0}. Your god doesn’t seem to mind much.
LOC_SYSTEM_GOD_ABANDON_SANAE,You abandoned {0}. {1} tearfully accepted your independence.
LOC_SYSTEM_DUMP_DEATHREASON_UNKNOWN,알수없는 이유{0}에 의해 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_NORMAL,맞아죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_NORMAL_BY,{0}에 의해 맞아죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_SMITE,죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_SMITE_BY,{0}에 의해 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_SMASH,바닥에 집어던져졌다.
LOC_SYSTEM_DUMP_DEATHREASON_SMASH_BY,{0}에 의해 바닥에 집어던져졌다.
LOC_SYSTEM_DUMP_DEATHREASON_BLOOD,피를 토하며 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_BLOOD_BY,{0}에 의해 피를 토하며 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_NOISE,고막이 터져죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_NOISE_BY,{0}에 의해 고막이 터져죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_SPEAR,찔려죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_SPEAR_BY,{0}에 의해 찔려죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_VAMP,빨려죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_VAMP_BY,{0}에 의해 빨려죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_VEILING,바람갑옷에 베여죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_VEILING_BY,{0}의 바람갑옷에 베여죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_RUSH,교통사고로 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_RUSH_BY,{0}에게 교통사고로 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_WALL,벽에 부딪혀 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_WALL_BY,{0}에게 부딪혀 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_PSYCHO,염동력에 의해 날라가 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_PSYCHO_BY,{0}의 염동력에 의해 날라가 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_TRAP,바위에 새끼발가락을 찧여 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_TANMAC,피탄당했다.
LOC_SYSTEM_DUMP_DEATHREASON_TANMAC_BY,{0}에게 피탄당했다.
LOC_SYSTEM_DUMP_DEATHREASON_BLAST,폭사당했다.
LOC_SYSTEM_DUMP_DEATHREASON_BLAST_BY,{0}에게 폭사당했다.
LOC_SYSTEM_DUMP_DEATHREASON_SUN,햇빛에 타들어죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_SUN_BY,{0}의 햇빛에 타들어죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_FIRE,불타죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_FIRE_BY,{0}에 의해 불타죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_COLD,얼어죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_COLD_BY,{0}에 의해 얼어죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_ELEC,감전되어 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_ELEC_BY,{0}에 의해 감전되어 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_POISON,독살당했다.
LOC_SYSTEM_DUMP_DEATHREASON_POISON_BY,{0}에 의해 독살당했다.
LOC_SYSTEM_DUMP_DEATHREASON_WIND,바람에 휩쓸려 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_WIND_BY,{0}에 의해 바람에 휩쓸려 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_CURSE,저주받아 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_CURSE_BY,{0}에 의해 저주받아 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_BURST,터져죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_BURST_BY,{0}에 의해 터져죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_DROWNING,질식하여 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_UKNOWNDAMAGE,알수없는 데미지에 의해 죽었다.
LOC_SYSTEM_DUMP_DEATHREASON_ADDICTION,독에 중독되어 죽었다.
